instance_id	source	token_budget	candidate_entities	selected_entities	rendered_context_tokens	budget_fill	mean_selected_source_tokens	truncated_entities
astropy__astropy-12907	BM25	2000	50	9	1988	0.994	252.77777777777777	4
astropy__astropy-13033	BM25	2000	50	9	1998	0.999	504.6666666666667	5
astropy__astropy-13236	BM25	2000	50	5	1958	0.979	489.2	3
astropy__astropy-13398	BM25	2000	50	5	1782	0.891	755.2	4
astropy__astropy-13453	BM25	2000	50	1	929	0.4645	428.0	0
astropy__astropy-13579	BM25	2000	50	7	1837	0.9185	588.1428571428571	3
astropy__astropy-13977	BM25	2000	50	7	1892	0.946	1047.0	4
astropy__astropy-14096	BM25	2000	50	1	1754	0.877	1132.0	1
astropy__astropy-14182	BM25	2000	50	3	1968	0.984	374.3333333333333	1
astropy__astropy-14309	BM25	2000	50	7	1952	0.976	324.0	2
astropy__astropy-14365	BM25	2000	50	8	1969	0.9845	475.5	4
astropy__astropy-14369	BM25	2000	50	2	1857	0.9285	426.0	0
astropy__astropy-14508	BM25	2000	50	1	1243	0.6215	800.0	1
astropy__astropy-14539	BM25	2000	50	4	1696	0.848	541.75	2
astropy__astropy-14598	BM25	2000	50	5	1876	0.938	157.2	0
astropy__astropy-14995	BM25	2000	50	3	1884	0.942	919.3333333333334	3
astropy__astropy-7166	BM25	2000	50	13	1990	0.995	200.84615384615384	2
astropy__astropy-7336	BM25	2000	50	8	1900	0.95	401.25	4
astropy__astropy-7606	BM25	2000	50	13	1710	0.855	76.38461538461539	1
astropy__astropy-7671	BM25	2000	50	7	1834	0.917	450.7142857142857	3
astropy__astropy-8707	BM25	2000	50	3	1989	0.9945	750.3333333333334	2
astropy__astropy-8872	BM25	2000	50	9	1809	0.9045	380.77777777777777	3
django__django-10097	BM25	2000	50	12	1831	0.9155	96.83333333333333	1
django__django-10554	BM25	2000	50	6	1807	0.9035	282.6666666666667	2
django__django-10880	BM25	2000	50	7	1663	0.8315	493.2857142857143	4
django__django-10914	BM25	2000	50	9	1987	0.9935	156.77777777777777	1
django__django-10973	BM25	2000	50	9	1983	0.9915	461.6666666666667	3
django__django-10999	BM25	2000	50	10	2000	1.0	125.8	0
django__django-11066	BM25	2000	50	8	1261	0.6305	104.625	1
django__django-11087	BM25	2000	50	8	1805	0.9025	171.125	2
django__django-11095	BM25	2000	50	12	1849	0.9245	137.0	1
django__django-11099	BM25	2000	50	11	1786	0.893	49.27272727272727	0
django__django-11119	BM25	2000	50	10	1987	0.9935	138.2	2
django__django-11133	BM25	2000	50	8	1803	0.9015	287.875	1
django__django-11138	BM25	2000	50	9	1977	0.9885	151.44444444444446	1
django__django-11141	BM25	2000	50	11	1986	0.993	184.45454545454547	4
django__django-11149	BM25	2000	50	9	1989	0.9945	154.88888888888889	2
django__django-11163	BM25	2000	50	9	1889	0.9445	279.44444444444446	3
django__django-11179	BM25	2000	50	6	1965	0.9825	535.5	2
django__django-11206	BM25	2000	50	7	1913	0.9565	239.85714285714286	1
django__django-11211	BM25	2000	50	7	1967	0.9835	793.4285714285714	3
django__django-11239	BM25	2000	50	12	1970	0.985	134.25	2
django__django-11265	BM25	2000	50	8	1865	0.9325	342.75	2
django__django-11276	BM25	2000	50	10	1852	0.926	224.0	2
django__django-11292	BM25	2000	50	13	1737	0.8685	92.15384615384616	1
django__django-11299	BM25	2000	50	20	1953	0.9765	29.95	0
django__django-11333	BM25	2000	50	8	1909	0.9545	246.25	2
django__django-11400	BM25	2000	50	12	1871	0.9355	104.91666666666667	1
django__django-11433	BM25	2000	50	10	1807	0.9035	177.5	4
django__django-11451	BM25	2000	50	11	1916	0.958	123.9090909090909	1
django__django-11477	BM25	2000	50	7	1739	0.8695	302.7142857142857	2
django__django-11490	BM25	2000	50	12	1843	0.9215	99.83333333333333	0
django__django-11532	BM25	2000	50	13	1979	0.9895	126.76923076923077	3
django__django-11551	BM25	2000	50	8	1931	0.9655	217.875	2
django__django-11555	BM25	2000	50	19	1855	0.9275	41.0	0
django__django-11603	BM25	2000	50	20	1949	0.9745	39.8	0
django__django-11728	BM25	2000	50	7	1887	0.9435	218.0	2
django__django-11734	BM25	2000	50	11	1945	0.9725	188.27272727272728	2
django__django-11740	BM25	2000	50	2	1810	0.905	555.0	1
django__django-11749	BM25	2000	50	6	1669	0.8345	316.8333333333333	3
django__django-11790	BM25	2000	50	18	1983	0.9915	37.0	0
django__django-11815	BM25	2000	50	11	1884	0.942	134.1818181818182	1
django__django-11820	BM25	2000	50	6	1827	0.9135	310.1666666666667	2
django__django-11848	BM25	2000	50	12	1989	0.9945	114.66666666666667	1
django__django-11880	BM25	2000	50	8	1941	0.9705	290.375	4
django__django-11885	BM25	2000	50	9	1993	0.9965	287.55555555555554	4
django__django-11951	BM25	2000	50	7	1867	0.9335	319.2857142857143	3
django__django-11964	BM25	2000	50	6	1986	0.993	185.83333333333334	1
django__django-11999	BM25	2000	50	9	1951	0.9755	288.77777777777777	3
django__django-12039	BM25	2000	50	10	1895	0.9475	111.1	0
django__django-12050	BM25	2000	50	7	1980	0.99	169.85714285714286	0
django__django-12125	BM25	2000	50	5	1696	0.848	608.0	5
django__django-12143	BM25	2000	50	7	1931	0.9655	537.1428571428571	4
django__django-12155	BM25	2000	50	12	1966	0.983	128.66666666666666	1
django__django-12193	BM25	2000	50	11	1945	0.9725	103.0	1
django__django-12209	BM25	2000	50	7	1769	0.8845	265.0	2
django__django-12262	BM25	2000	50	7	1834	0.917	248.14285714285714	2
django__django-12273	BM25	2000	50	13	1956	0.978	101.07692307692308	1
django__django-12276	BM25	2000	50	11	1953	0.9765	131.0909090909091	1
django__django-12304	BM25	2000	50	4	1899	0.9495	437.0	2
django__django-12308	BM25	2000	50	8	1911	0.9555	486.0	6
django__django-12325	BM25	2000	50	6	1931	0.9655	374.1666666666667	2
django__django-12406	BM25	2000	50	12	1969	0.9845	62.25	1
django__django-12419	BM25	2000	50	10	1942	0.971	125.7	1
django__django-12663	BM25	2000	50	7	1957	0.9785	498.2857142857143	4
django__django-12708	BM25	2000	50	9	1917	0.9585	148.77777777777777	1
django__django-12713	BM25	2000	50	7	1960	0.98	612.8571428571429	5
django__django-12741	BM25	2000	50	12	1790	0.895	86.91666666666667	0
django__django-12754	BM25	2000	50	7	1752	0.876	442.2857142857143	3
django__django-12774	BM25	2000	50	7	1922	0.961	287.85714285714283	4
django__django-12858	BM25	2000	50	6	1885	0.9425	402.0	4
django__django-12965	BM25	2000	50	12	1930	0.965	192.16666666666666	2
django__django-13012	BM25	2000	50	18	1934	0.967	50.22222222222222	0
django__django-13023	BM25	2000	50	13	1916	0.958	90.38461538461539	0
django__django-13028	BM25	2000	50	9	1902	0.951	352.77777777777777	2
django__django-13033	BM25	2000	50	11	1976	0.988	158.36363636363637	3
django__django-13089	BM25	2000	50	11	1963	0.9815	158.72727272727272	1
django__django-13109	BM25	2000	50	2	1869	0.9345	539.5	1
django__django-13112	BM25	2000	50	2	1790	0.895	554.5	2
django__django-13121	BM25	2000	50	9	1705	0.8525	169.88888888888889	2
django__django-13128	BM25	2000	50	14	1904	0.952	101.64285714285714	2
django__django-13158	BM25	2000	50	12	1930	0.965	121.16666666666667	1
django__django-13195	BM25	2000	50	8	1808	0.904	169.25	1
django__django-13212	BM25	2000	50	16	1978	0.989	92.0	2
django__django-13279	BM25	2000	50	11	1885	0.9425	162.72727272727272	1
django__django-13297	BM25	2000	50	9	1765	0.8825	150.44444444444446	1
django__django-13315	BM25	2000	50	8	1926	0.963	208.0	1
django__django-13343	BM25	2000	50	12	1946	0.973	134.0	1
django__django-13344	BM25	2000	50	11	1877	0.9385	181.63636363636363	1
django__django-13346	BM25	2000	50	8	1737	0.8685	150.5	0
django__django-13363	BM25	2000	50	12	1928	0.964	96.91666666666667	1
django__django-13401	BM25	2000	50	8	1889	0.9445	292.375	3
django__django-13406	BM25	2000	50	12	1924	0.962	118.83333333333333	1
django__django-13410	BM25	2000	50	12	1975	0.9875	173.0	3
django__django-13417	BM25	2000	50	12	1948	0.974	126.91666666666667	2
django__django-13449	BM25	2000	50	4	1984	0.992	477.75	2
django__django-13512	BM25	2000	50	10	1987	0.9935	136.8	1
django__django-13513	BM25	2000	50	11	1938	0.969	190.9090909090909	3
django__django-13516	BM25	2000	50	8	1916	0.958	510.5	2
django__django-13551	BM25	2000	50	13	1860	0.93	92.84615384615384	1
django__django-13568	BM25	2000	50	7	1760	0.88	178.85714285714286	2
django__django-13569	BM25	2000	50	7	1852	0.926	412.0	3
django__django-13590	BM25	2000	50	9	1871	0.9355	164.44444444444446	1
django__django-13658	BM25	2000	50	10	1933	0.9665	148.3	1
django__django-13670	BM25	2000	50	17	1929	0.9645	44.411764705882355	0
django__django-13741	BM25	2000	50	16	1993	0.9965	48.75	0
django__django-13786	BM25	2000	50	13	1958	0.979	206.30769230769232	3
django__django-13794	BM25	2000	50	10	1909	0.9545	107.5	0
django__django-13807	BM25	2000	50	7	1888	0.944	466.14285714285717	4
django__django-13809	BM25	2000	50	18	1866	0.933	53.22222222222222	1
django__django-13810	BM25	2000	50	8	1818	0.909	163.75	0
django__django-13820	BM25	2000	50	8	1766	0.883	373.875	5
django__django-13821	BM25	2000	50	11	1825	0.9125	121.81818181818181	1
django__django-13837	BM25	2000	50	9	1831	0.9155	223.88888888888889	3
django__django-13925	BM25	2000	50	9	1900	0.95	272.44444444444446	3
django__django-13933	BM25	2000	50	11	1864	0.932	97.18181818181819	1
django__django-13964	BM25	2000	50	9	1985	0.9925	376.8888888888889	5
django__django-14007	BM25	2000	50	9	1738	0.869	161.11111111111111	1
django__django-14011	BM25	2000	50	10	1850	0.925	188.0	2
django__django-14017	BM25	2000	50	14	1934	0.967	148.14285714285714	2
django__django-14034	BM25	2000	50	9	1892	0.946	157.66666666666666	1
django__django-14053	BM25	2000	50	9	1961	0.9805	288.55555555555554	2
django__django-14089	BM25	2000	50	9	1844	0.922	222.33333333333334	2
django__django-14122	BM25	2000	50	10	1938	0.969	88.7	0
django__django-14140	BM25	2000	50	12	1916	0.958	186.58333333333334	1
django__django-14155	BM25	2000	50	21	1995	0.9975	39.666666666666664	0
django__django-14170	BM25	2000	50	7	1998	0.999	488.2857142857143	3
django__django-14238	BM25	2000	50	11	1903	0.9515	159.27272727272728	4
django__django-14311	BM25	2000	50	10	1885	0.9425	247.8	2
django__django-14315	BM25	2000	50	13	1859	0.9295	89.76923076923077	1
django__django-14349	BM25	2000	50	13	1846	0.923	103.0	1
django__django-14351	BM25	2000	50	7	1984	0.992	427.14285714285717	2
django__django-14373	BM25	2000	50	13	1947	0.9735	66.0	0
django__django-14376	BM25	2000	50	12	1881	0.9405	117.75	2
django__django-14404	BM25	2000	50	10	1830	0.915	179.2	3
django__django-14434	BM25	2000	50	15	1962	0.981	82.13333333333334	2
django__django-14493	BM25	2000	50	13	1878	0.939	165.69230769230768	3
django__django-14500	BM25	2000	50	8	1918	0.959	279.375	2
django__django-14534	BM25	2000	50	13	1932	0.966	77.38461538461539	0
django__django-14539	BM25	2000	50	11	1904	0.952	195.36363636363637	2
django__django-14559	BM25	2000	50	9	1985	0.9925	196.44444444444446	2
django__django-14580	BM25	2000	50	4	1804	0.902	220.25	2
django__django-14608	BM25	2000	50	9	1944	0.972	236.44444444444446	3
django__django-14631	BM25	2000	50	10	1989	0.9945	175.8	2
django__django-14672	BM25	2000	50	14	1950	0.975	422.7857142857143	2
django__django-14725	BM25	2000	50	13	1943	0.9715	100.92307692307692	1
django__django-14752	BM25	2000	50	11	1725	0.8625	108.54545454545455	1
django__django-14765	BM25	2000	50	10	1935	0.9675	196.2	2
django__django-14771	BM25	2000	50	13	1880	0.94	75.84615384615384	0
django__django-14787	BM25	2000	50	12	1970	0.985	181.41666666666666	5
django__django-14792	BM25	2000	50	12	1977	0.9885	128.66666666666666	2
django__django-14855	BM25	2000	50	9	1845	0.9225	223.0	4
django__django-14915	BM25	2000	50	13	1872	0.936	92.6923076923077	1
django__django-14999	BM25	2000	50	12	1849	0.9245	188.08333333333334	1
django__django-15022	BM25	2000	50	6	1827	0.9135	564.6666666666666	3
django__django-15037	BM25	2000	50	15	1956	0.978	82.2	1
django__django-15098	BM25	2000	50	10	1914	0.957	160.7	2
django__django-15103	BM25	2000	50	9	1891	0.9455	398.55555555555554	4
django__django-15104	BM25	2000	50	7	1893	0.9465	369.57142857142856	3
django__django-15127	BM25	2000	50	13	1932	0.966	113.38461538461539	1
django__django-15128	BM25	2000	50	8	1803	0.9015	189.0	1
django__django-15161	BM25	2000	50	10	1917	0.9585	241.7	3
django__django-15252	BM25	2000	50	10	1920	0.96	161.7	1
django__django-15268	BM25	2000	50	10	1984	0.992	168.9	2
django__django-15277	BM25	2000	50	14	1993	0.9965	81.78571428571429	0
django__django-15278	BM25	2000	50	8	1982	0.991	198.625	3
django__django-15280	BM25	2000	50	10	1971	0.9855	217.8	3
django__django-15315	BM25	2000	50	11	1709	0.8545	172.8181818181818	3
django__django-15368	BM25	2000	50	7	1929	0.9645	327.85714285714283	2
django__django-15375	BM25	2000	50	7	1790	0.895	261.14285714285717	3
django__django-15380	BM25	2000	50	9	1998	0.999	298.8888888888889	4
django__django-15382	BM25	2000	50	13	1870	0.935	97.84615384615384	1
django__django-15467	BM25	2000	50	8	1920	0.96	215.625	2
django__django-15499	BM25	2000	50	13	1947	0.9735	61.07692307692308	0
django__django-15503	BM25	2000	50	11	1910	0.955	171.63636363636363	1
django__django-15525	BM25	2000	50	2	1913	0.9565	794.0	2
django__django-15554	BM25	2000	50	11	1856	0.928	133.36363636363637	2
django__django-15561	BM25	2000	50	5	1843	0.9215	1090.0	3
django__django-15563	BM25	2000	50	6	1777	0.8885	485.8333333333333	6
django__django-15569	BM25	2000	50	13	1806	0.903	144.3846153846154	2
django__django-15572	BM25	2000	50	7	1351	0.6755	264.57142857142856	2
django__django-15629	BM25	2000	50	9	1924	0.962	205.44444444444446	2
django__django-15695	BM25	2000	50	11	1881	0.9405	143.1818181818182	2
django__django-15731	BM25	2000	50	14	1983	0.9915	106.28571428571429	2
django__django-15732	BM25	2000	50	7	1956	0.978	308.42857142857144	3
django__django-15741	BM25	2000	50	10	1931	0.9655	146.8	1
django__django-15814	BM25	2000	50	8	1787	0.8935	184.0	2
django__django-15851	BM25	2000	50	7	1824	0.912	474.7142857142857	4
django__django-15863	BM25	2000	50	5	1859	0.9295	352.2	2
django__django-15916	BM25	2000	50	5	1864	0.932	502.6	4
django__django-15930	BM25	2000	50	13	1915	0.9575	157.53846153846155	2
django__django-15957	BM25	2000	50	8	1958	0.979	284.75	2
django__django-15973	BM25	2000	50	1	1595	0.7975	992.0	1
django__django-15987	BM25	2000	50	9	1961	0.9805	188.0	2
django__django-16032	BM25	2000	50	8	1785	0.8925	217.375	2
django__django-16082	BM25	2000	50	5	1976	0.988	260.2	1
django__django-16100	BM25	2000	50	10	1878	0.939	147.7	1
django__django-16116	BM25	2000	50	6	1894	0.947	576.6666666666666	3
django__django-16136	BM25	2000	50	7	1854	0.927	452.2857142857143	4
django__django-16139	BM25	2000	50	10	1925	0.9625	100.4	0
django__django-16145	BM25	2000	50	11	1940	0.97	140.0	2
django__django-16255	BM25	2000	50	14	1794	0.897	102.07142857142857	2
django__django-16256	BM25	2000	50	8	1861	0.9305	774.125	2
django__django-16263	BM25	2000	50	14	1974	0.987	154.57142857142858	2
django__django-16315	BM25	2000	50	6	1918	0.959	434.5	4
django__django-16333	BM25	2000	50	11	1894	0.947	115.0909090909091	1
django__django-16429	BM25	2000	50	8	1951	0.9755	257.75	2
django__django-16454	BM25	2000	50	6	1942	0.971	779.6666666666666	4
django__django-16485	BM25	2000	50	11	1982	0.991	192.45454545454547	2
django__django-16493	BM25	2000	50	10	1966	0.983	171.4	1
django__django-16502	BM25	2000	50	3	1890	0.945	350.6666666666667	1
django__django-16527	BM25	2000	50	10	1900	0.95	195.4	2
django__django-16560	BM25	2000	50	9	1839	0.9195	290.8888888888889	5
django__django-16569	BM25	2000	50	7	1822	0.911	275.2857142857143	4
django__django-16595	BM25	2000	50	8	1928	0.964	80.125	0
django__django-16612	BM25	2000	50	13	1962	0.981	99.84615384615384	3
django__django-16631	BM25	2000	50	20	1994	0.997	39.95	0
django__django-16642	BM25	2000	50	11	1946	0.973	127.9090909090909	3
django__django-16661	BM25	2000	50	6	1909	0.9545	248.33333333333334	2
django__django-16662	BM25	2000	50	10	1827	0.9135	141.0	2
django__django-16667	BM25	2000	50	14	1991	0.9955	101.71428571428571	2
django__django-16801	BM25	2000	50	10	1772	0.886	161.2	2
django__django-16819	BM25	2000	50	15	1962	0.981	61.86666666666667	0
django__django-16877	BM25	2000	50	14	1955	0.9775	107.64285714285714	2
django__django-16899	BM25	2000	50	8	1947	0.9735	196.125	1
django__django-16901	BM25	2000	50	5	1868	0.934	726.6	3
django__django-16938	BM25	2000	50	6	1909	0.9545	1442.5	5
django__django-16950	BM25	2000	50	8	1627	0.8135	181.875	1
django__django-17029	BM25	2000	50	9	1944	0.972	182.55555555555554	2
django__django-17084	BM25	2000	50	21	1968	0.984	37.04761904761905	0
django__django-17087	BM25	2000	50	6	1969	0.9845	453.8333333333333	4
django__django-7530	BM25	2000	50	9	1967	0.9835	338.6666666666667	4
django__django-9296	BM25	2000	50	12	1889	0.9445	134.25	2
matplotlib__matplotlib-13989	BM25	2000	50	4	1576	0.788	1517.0	2
matplotlib__matplotlib-14623	BM25	2000	50	0	0	0.0	0.0	0
matplotlib__matplotlib-20488	BM25	2000	50	6	1945	0.9725	981.3333333333334	2
matplotlib__matplotlib-20676	BM25	2000	50	9	1972	0.986	347.0	4
matplotlib__matplotlib-20826	BM25	2000	50	6	1708	0.854	744.6666666666666	3
matplotlib__matplotlib-20859	BM25	2000	50	3	631	0.3155	180.66666666666666	1
matplotlib__matplotlib-21568	BM25	2000	50	14	1847	0.9235	61.57142857142857	0
matplotlib__matplotlib-22719	BM25	2000	50	0	0	0.0	0.0	0
matplotlib__matplotlib-22865	BM25	2000	50	6	1978	0.989	215.83333333333334	1
matplotlib__matplotlib-22871	BM25	2000	50	7	1977	0.9885	279.57142857142856	3
matplotlib__matplotlib-23299	BM25	2000	50	10	1916	0.958	156.1	1
matplotlib__matplotlib-23314	BM25	2000	50	9	1935	0.9675	244.77777777777777	3
matplotlib__matplotlib-23412	BM25	2000	50	0	0	0.0	0.0	0
matplotlib__matplotlib-23476	BM25	2000	50	10	1916	0.958	472.1	4
matplotlib__matplotlib-24026	BM25	2000	50	0	0	0.0	0.0	0
matplotlib__matplotlib-24149	BM25	2000	50	0	0	0.0	0.0	0
matplotlib__matplotlib-24177	BM25	2000	50	5	1877	0.9385	1176.2	2
matplotlib__matplotlib-24570	BM25	2000	50	8	1951	0.9755	842.5	6
matplotlib__matplotlib-24627	BM25	2000	50	5	1398	0.699	346.8	3
matplotlib__matplotlib-24637	BM25	2000	50	8	1860	0.93	400.0	4
matplotlib__matplotlib-24870	BM25	2000	50	0	0	0.0	0.0	0
matplotlib__matplotlib-24970	BM25	2000	50	7	1923	0.9615	634.8571428571429	5
matplotlib__matplotlib-25122	BM25	2000	50	4	1736	0.868	539.0	2
matplotlib__matplotlib-25287	BM25	2000	50	0	0	0.0	0.0	0
matplotlib__matplotlib-25311	BM25	2000	50	6	1981	0.9905	627.6666666666666	4
matplotlib__matplotlib-25332	BM25	2000	50	6	1869	0.9345	840.3333333333334	4
matplotlib__matplotlib-25479	BM25	2000	50	8	1956	0.978	243.25	2
matplotlib__matplotlib-25775	BM25	2000	50	0	0	0.0	0.0	0
matplotlib__matplotlib-25960	BM25	2000	50	6	1886	0.943	383.8333333333333	3
matplotlib__matplotlib-26113	BM25	2000	50	0	0	0.0	0.0	0
matplotlib__matplotlib-26208	BM25	2000	50	1	106	0.053	13.0	0
matplotlib__matplotlib-26291	BM25	2000	50	6	1923	0.9615	498.1666666666667	4
matplotlib__matplotlib-26342	BM25	2000	50	13	1796	0.898	214.84615384615384	3
matplotlib__matplotlib-26466	BM25	2000	50	0	0	0.0	0.0	0
mwaskom__seaborn-3069	BM25	2000	50	1	388	0.194	727.0	1
mwaskom__seaborn-3187	BM25	2000	50	0	0	0.0	0.0	0
pallets__flask-5014	BM25	2000	50	9	1816	0.908	141.0	0
psf__requests-1142	BM25	2000	50	10	1840	0.92	149.1	1
psf__requests-1724	BM25	2000	50	7	1852	0.926	471.0	3
psf__requests-1766	BM25	2000	50	10	1886	0.943	204.7	3
psf__requests-1921	BM25	2000	50	8	1900	0.95	414.25	4
psf__requests-2317	BM25	2000	50	5	1832	0.916	447.2	2
psf__requests-2931	BM25	2000	50	10	1932	0.966	274.7	4
psf__requests-5414	BM25	2000	50	8	1880	0.94	311.5	4
psf__requests-6028	BM25	2000	50	7	1851	0.9255	517.2857142857143	4
pydata__xarray-2905	BM25	2000	50	10	1984	0.992	483.8	3
pydata__xarray-3095	BM25	2000	50	5	1737	0.8685	664.4	4
pydata__xarray-3151	BM25	2000	50	3	1302	0.651	1170.6666666666667	3
pydata__xarray-3305	BM25	2000	50	5	1664	0.832	438.6	4
pydata__xarray-3677	BM25	2000	50	7	1802	0.901	358.7142857142857	4
pydata__xarray-3993	BM25	2000	50	5	1751	0.8755	890.6	4
pydata__xarray-4075	BM25	2000	50	8	1990	0.995	142.125	0
pydata__xarray-4094	BM25	2000	50	5	1754	0.877	938.4	4
pydata__xarray-4356	BM25	2000	50	6	1841	0.9205	238.83333333333334	2
pydata__xarray-4629	BM25	2000	50	5	1917	0.9585	1288.6	4
pydata__xarray-4687	BM25	2000	50	9	1803	0.9015	358.6666666666667	4
pydata__xarray-4695	BM25	2000	50	7	1877	0.9385	795.0	6
pydata__xarray-4966	BM25	2000	50	7	1964	0.982	761.1428571428571	3
pydata__xarray-6461	BM25	2000	50	5	1769	0.8845	550.0	2
pydata__xarray-6599	BM25	2000	50	8	1995	0.9975	509.375	2
pydata__xarray-6721	BM25	2000	50	5	1963	0.9815	1069.8	5
pydata__xarray-6744	BM25	2000	50	7	1983	0.9915	502.7142857142857	7
pydata__xarray-6938	BM25	2000	50	6	1921	0.9605	665.8333333333334	6
pydata__xarray-6992	BM25	2000	50	9	1959	0.9795	246.55555555555554	3
pydata__xarray-7229	BM25	2000	50	3	1993	0.9965	330.3333333333333	1
pydata__xarray-7233	BM25	2000	50	7	1919	0.9595	550.8571428571429	5
pydata__xarray-7393	BM25	2000	50	5	1915	0.9575	753.8	4
pylint-dev__pylint-4551	BM25	2000	50	2	1527	0.7635	601.0	1
pylint-dev__pylint-4604	BM25	2000	50	1	1114	0.557	706.0	1
pylint-dev__pylint-4661	BM25	2000	50	0	0	0.0	0.0	0
pylint-dev__pylint-4970	BM25	2000	50	0	0	0.0	0.0	0
pylint-dev__pylint-6386	BM25	2000	50	2	841	0.4205	693.0	2
pylint-dev__pylint-6528	BM25	2000	50	4	1698	0.849	655.75	2
pylint-dev__pylint-6903	BM25	2000	50	2	764	0.382	360.5	1
pylint-dev__pylint-7080	BM25	2000	50	3	1371	0.6855	394.6666666666667	1
pylint-dev__pylint-7277	BM25	2000	50	1	382	0.191	310.0	0
pylint-dev__pylint-8898	BM25	2000	50	1	1960	0.98	1467.0	1
pytest-dev__pytest-10051	BM25	2000	50	12	1965	0.9825	134.5	2
pytest-dev__pytest-10081	BM25	2000	50	8	1734	0.867	280.375	5
pytest-dev__pytest-10356	BM25	2000	50	8	1799	0.8995	247.125	4
pytest-dev__pytest-5262	BM25	2000	50	19	1959	0.9795	48.578947368421055	0
pytest-dev__pytest-5631	BM25	2000	50	9	1974	0.987	198.0	3
pytest-dev__pytest-5787	BM25	2000	50	9	1790	0.895	242.44444444444446	1
pytest-dev__pytest-5809	BM25	2000	50	9	1960	0.98	171.66666666666666	1
pytest-dev__pytest-5840	BM25	2000	50	7	1877	0.9385	196.57142857142858	0
pytest-dev__pytest-6197	BM25	2000	50	9	1881	0.9405	220.0	2
pytest-dev__pytest-6202	BM25	2000	50	11	1888	0.944	156.72727272727272	2
pytest-dev__pytest-7205	BM25	2000	50	9	1903	0.9515	190.55555555555554	2
pytest-dev__pytest-7236	BM25	2000	50	13	1926	0.963	101.92307692307692	1
pytest-dev__pytest-7324	BM25	2000	50	8	1862	0.931	235.5	4
pytest-dev__pytest-7432	BM25	2000	50	10	1945	0.9725	201.3	3
pytest-dev__pytest-7490	BM25	2000	50	8	1740	0.87	188.75	1
pytest-dev__pytest-7521	BM25	2000	50	10	1971	0.9855	182.0	3
pytest-dev__pytest-7571	BM25	2000	50	12	1899	0.9495	131.5	2
pytest-dev__pytest-7982	BM25	2000	50	7	1840	0.92	288.2857142857143	4
pytest-dev__pytest-8399	BM25	2000	50	7	1898	0.949	373.42857142857144	5
scikit-learn__scikit-learn-10297	BM25	2000	50	10	1963	0.9815	150.1	2
scikit-learn__scikit-learn-10844	BM25	2000	50	5	1858	0.929	732.4	5
scikit-learn__scikit-learn-10908	BM25	2000	50	8	1891	0.9455	228.0	3
scikit-learn__scikit-learn-11310	BM25	2000	50	9	1899	0.9495	314.77777777777777	1
scikit-learn__scikit-learn-11578	BM25	2000	50	4	1843	0.9215	970.0	2
scikit-learn__scikit-learn-12585	BM25	2000	50	5	1965	0.9825	750.6	4
scikit-learn__scikit-learn-12682	BM25	2000	50	5	1952	0.976	704.4	3
scikit-learn__scikit-learn-12973	BM25	2000	50	5	1719	0.8595	373.0	1
scikit-learn__scikit-learn-13124	BM25	2000	50	10	1885	0.9425	144.4	1
scikit-learn__scikit-learn-13135	BM25	2000	50	6	1822	0.911	285.8333333333333	2
scikit-learn__scikit-learn-13142	BM25	2000	50	6	1834	0.917	505.8333333333333	3
scikit-learn__scikit-learn-13328	BM25	2000	50	5	1709	0.8545	524.2	2
scikit-learn__scikit-learn-13439	BM25	2000	50	8	1916	0.958	204.0	3
scikit-learn__scikit-learn-13496	BM25	2000	50	7	1870	0.935	943.7142857142857	4
scikit-learn__scikit-learn-13779	BM25	2000	50	10	1821	0.9105	138.1	2
scikit-learn__scikit-learn-14053	BM25	2000	50	5	1810	0.905	737.0	4
scikit-learn__scikit-learn-14087	BM25	2000	50	6	1920	0.96	1697.8333333333333	5
scikit-learn__scikit-learn-14141	BM25	2000	50	10	1986	0.993	379.8	3
scikit-learn__scikit-learn-14496	BM25	2000	50	5	2000	1.0	880.6	4
scikit-learn__scikit-learn-14629	BM25	2000	50	4	1519	0.7595	745.25	2
scikit-learn__scikit-learn-14710	BM25	2000	50	9	1890	0.945	122.77777777777777	0
scikit-learn__scikit-learn-14894	BM25	2000	50	6	1719	0.8595	582.6666666666666	4
scikit-learn__scikit-learn-14983	BM25	2000	50	8	1911	0.9555	115.625	1
scikit-learn__scikit-learn-15100	BM25	2000	50	9	1916	0.958	176.22222222222223	3
scikit-learn__scikit-learn-25102	BM25	2000	50	8	1991	0.9955	348.5	4
scikit-learn__scikit-learn-25232	BM25	2000	50	6	1982	0.991	601.6666666666666	5
scikit-learn__scikit-learn-25747	BM25	2000	50	5	1661	0.8305	577.4	4
scikit-learn__scikit-learn-25931	BM25	2000	50	7	1823	0.9115	395.14285714285717	3
scikit-learn__scikit-learn-25973	BM25	2000	50	8	1823	0.9115	223.0	1
scikit-learn__scikit-learn-26194	BM25	2000	50	5	1866	0.933	1267.4	5
scikit-learn__scikit-learn-26323	BM25	2000	50	8	1811	0.9055	186.625	2
scikit-learn__scikit-learn-9288	BM25	2000	50	4	1714	0.857	473.0	2
sphinx-doc__sphinx-10323	BM25	2000	50	6	1909	0.9545	224.5	3
sphinx-doc__sphinx-10435	BM25	2000	50	4	1962	0.981	318.0	2
sphinx-doc__sphinx-10449	BM25	2000	50	16	1985	0.9925	78.1875	1
sphinx-doc__sphinx-10466	BM25	2000	50	9	1919	0.9595	142.66666666666666	3
